Date,City,State
6/20/17 13:15,Fairfield,Connecticut
6/20/17 13:48,Washington,DC
6/20/17 14:00,Somerset,PA
6/20/17 14:45,Washington,DC
6/20/17 16:15,Richmond,VA
6/20/17 21:07,Pittsburgh,PA
6/20/17 22:15,Chicago,IL
6/20/17 5:22,Norfolk,VA
6/20/17 6:11,St. Louis,MO
6/20/17 6:52,Washington,DC
6/20/17 7:26,Seattle,WA
6/20/17 7:54,Clay Center,KS
6/20/17 8:45,Salisbury,MD
6/20/17 8:45,Washington,DC
6/20/17 8:47,Los Angeles,CA
6/20/17 10:26,New York,NY
6/20/17 10:26,University Park,PA
6/20/17 10:47,Los Angeles,CA
6/20/17 14:25,Beckley,WV
6/20/17 15:07,Cambridge,MA
6/20/17 16:15,Richmond,VA
6/20/17 17:16,Washington,DC
6/20/17 17:22,New York,NY
6/20/17 17:56,Fairfield,Connecticut
6/20/17 18:07,San Diego,CA
6/20/17 19:03,Las Vegas,NV
6/20/17 20:45,Greensboro,NC
6/20/17 23:33,Houston,TX
6/21/17 2:33,West Babylon,NY
6/21/17 8:11,Hyde Park,NY
6/21/17 9:06,San Leandro,CA
6/21/17 9:30,Albany,NY
6/21/17 10:45,Kingston,NY
6/21/17 11:06,Brooklyn,NY
6/21/17 11:07,New York,NY
6/21/17 12:12,New York,New York
6/21/17 14:22,Bozeman,MT
6/21/17 14:22,Helena,Montana
6/21/17 14:22,Billings,MT
6/21/17 14:22,Butte,MT
6/21/17 14:22,Fort Myers,FL
6/21/17 16:14,Providence,RI
6/21/17 17:53,Chico,CA
6/21/17 17:54,Chico,CA
6/21/17 17:56,Honolulu,HI
6/22/17 0:07,New York,New York
6/22/17 9:41,New York,NY
6/22/17 10:37,New York,NY
6/22/17 11:02,Stamford,CT
6/22/17 11:29,Jacksonville,NC
6/22/17 13:10,Houston,TX
6/22/17 13:12,Austin,TX
6/22/17 14:04,Los Angeles,CA
6/22/17 15:41,New York,NY
6/22/17 15:41,Austin,TX
6/22/17 16:48,Boise,ID
6/23/17 1:37,Boston,MA
6/23/17 5:22,New York,NY
6/23/17 11:45,Washington,DC
6/23/17 11:56,Dallas,TX
6/23/17 13:03,Naperville,Illinois
6/23/17 15:18,Ashland,OR
6/23/17 15:18,Washington,DC
6/23/17 15:18,New York,New York
6/23/17 11:11,New York,NY
6/23/17 12:07,Chester,PA
6/23/17 16:41,Tacoma,WA
6/24/17 19:15,Philadelphia,PA
6/24/17 20:15,San Angelo,Texas
6/24/17 2:22,New York,NY
6/24/17 10:48,Bangor,Maine
6/24/17 11:56,Corpus Christi,TX
6/24/17 14:21,Minneapolis,MN
6/24/17 19:15,Salisbury,MD
6/24/17 19:15,San Luis Obispo,CA
6/24/17 19:15,Pittsburg,KS
6/24/17 19:15,Quincy,Illinois
6/24/17 19:15,Lafayette,LA
6/24/17 19:27,Great Falls,MT
6/24/17 19:30,Union City,PA
6/24/17 19:42,Providence,RI
6/24/17 19:48,Arden-Arcade,CA
6/24/17 22:03,San Francisco,CA
6/25/17 2:00,Hartford,CT
6/25/17 2:02,New York,NY
6/25/17 4:15,New York,NY
6/25/17 6:41,New York,NY
6/25/17 8:11,Norfolk,VA
6/25/17 9:41,New York,NY
6/25/17 10:37,New York,NY
6/25/17 11:45,New York,New York
6/25/17 12:07,Utica,New York
6/25/17 13:37,Sacramento,CA
6/25/17 13:48,Chicopee,MA
6/25/17 15:52,Sacramento,CA
6/25/17 16:37,Chattanooga,TN
6/25/17 17:11,Normangee,TX
6/26/17 0:14,San Francisco,CA
6/26/17 2:22,Passaic,NJ
6/26/17 6:00,Miami,FL
6/26/17 6:18,Troy,New York
6/26/17 9:30,Rockville,Maryland
6/26/17 11:00,Laredo,TX
6/26/17 11:45,Saint Anthony Village,MN
6/26/17 11:47,Miami,FL
6/26/17 12:30,New York,NY
6/26/17 18:40,Washington,DC
6/26/17 19:48,New York,NY
6/26/17 20:11,Laredo,TX
6/27/17 2:46,Los Angeles,CA
6/27/17 2:56,San Francisco,CA
6/27/17 4:15,Nicholasville,KY
6/27/17 9:28,New York,NY
6/27/17 9:30,New York,NY
6/27/17 9:52,Oklahoma City,OK
6/27/17 10:37,Tulsa,OK
6/27/17 11:00,New York,NY
6/27/17 11:22,Chicago,Illinois
6/27/17 11:59,Berkeley,CA
6/27/17 14:00,Normangee,TX
6/27/17 15:18,Grabill,IN
6/27/17 15:41,Rapid City,South Dakota
6/27/17 17:56,New York,NY
6/27/17 19:03,Milwaukee,WI
6/28/17 0:07,Greensboro,NORTH CAROLINA
6/28/17 4:15,Nicholasville,KY
6/28/17 4:17,New York,New York
6/28/17 4:19,Memphis,TN
6/28/17 5:45,Paradise Valley,AZ
6/28/17 6:51,Davis,CA
6/28/17 8:00,New York,NY
6/28/17 9:30,Flint,MI
6/28/17 11:33,New York,NY
6/28/17 12:41,New York City,New York
6/28/17 12:52,Washington,DC
6/28/17 13:13,San Leandro,CA
6/28/17 15:07,Cincinnati,OH
6/28/17 15:52,Washington,DC
6/28/17 17:11,Los Angeles,California
6/28/17 17:33,Sacramento,CA
6/28/17 18:07,New York,NY
6/28/17 20:56,Lexington,KY
6/28/17 20:56,San Luis Obispo,CA
6/28/17 20:56,Missoula,MT
6/28/17 20:56,Reno,NV
6/28/17 20:56,Orlando,FL
6/28/17 20:56,Spokane,WA
6/28/17 20:56,Phoenix,AZ
6/28/17 20:56,Rockford,IL
6/28/17 20:56,New York,NY
6/28/17 20:56,Reno,NV
6/28/17 20:56,Lafayette,LA
6/28/17 20:56,Tucson,AZ
6/28/17 20:56,Colorado Springs,Colorado
6/28/17 22:15,Provo,UT
6/28/17 23:00,Cadillac,MI
6/28/17 23:00,Youngstown,OH
6/29/17 1:48,Wausau,WI
6/29/17 2:00,Kennesaw,Georgia
6/29/17 2:02,Madison,WI
6/29/17 2:04,Great Falls,MT
6/29/17 2:04,Tucson,AZ
6/29/17 2:04,Spokane,WA
6/29/17 2:05,Rockford,IL
6/29/17 2:07,Providence,RI
6/29/17 2:07,Rochester,MN
6/29/17 2:09,Colorado Springs,Colorado
6/29/17 2:09,Wausau,WI
6/29/17 2:13,Lincoln,NE
6/29/17 2:50,San Ramon,CA
6/29/17 5:00,Los Angeles,CA
6/29/17 5:17,Corpus Christi,Texas
6/29/17 5:25,Corpus Christi,TX
6/29/17 6:18,Lincoln,NE
6/29/17 8:11,New York,NY
6/29/17 8:19,Washington,DC
6/29/17 8:29,Brooklyn,New York
6/29/17 8:45,Montgomery,AL
6/29/17 8:45,New York,NY
6/29/17 8:56,Lexington,KY
6/29/17 9:14,Phoenix,AZ
6/29/17 9:17,Yonkers,NY
6/29/17 9:18,Los Angeles,CA
6/29/17 9:41,Ravenna,OH
6/29/17 10:37,New York,NY
6/29/17 10:48,New York,NY
6/29/17 10:48,New York,NY
6/29/17 10:59,Gillette,WY
6/29/17 11:48,New York,NY
6/29/17 11:56,Fort Myers,FL
6/29/17 11:56,Honolulu,HI
6/29/17 11:56,Bozeman,MT
6/29/17 12:30,New York,NY
6/29/17 13:03,Milwaukee,Wisconsin
6/29/17 14:11,Yonkers,New York
6/29/17 14:14,Seattle,WA
6/29/17 14:28,New York,NY
6/29/17 14:33,New York,NY
6/29/17 14:54,Hartford,CT
6/29/17 14:59,Montgomery,AL
6/29/17 15:07,Milwaukee,WI
6/29/17 15:18,Nashville,Tennessee
6/29/17 15:18,Nashville,Tennessee
6/29/17 15:41,Owensboro,KY
6/29/17 18:07,Slaton,TX
6/29/17 18:30,Indiana,PA
6/29/17 22:03,Milwaukee,Wisconsin
6/30/17 2:11,Abernathy,TX
6/30/17 2:12,San Ramon,CA
6/30/17 2:45,Newburgh,NY
6/30/17 3:30,West Palm Beach,FL
6/30/17 4:37,New York,New York
6/30/17 4:47,Brooklyn,New York
6/30/17 5:01,New York,NY
6/30/17 5:19,Norman,OK
6/30/17 7:51,New York,NY
6/30/17 8:03,Newton,MA
6/30/17 8:22,Austin,TX
6/30/17 8:33,San Francisco,CA
6/30/17 8:33,San Francisco,CA
6/30/17 9:16,Washington,District of Columbia
6/30/17 9:30,New York,New York
6/30/17 11:23,Laredo,TX
6/30/17 11:33,Springfield,OH
6/30/17 12:18,New York,NY
6/30/17 12:52,Fort Myers,FL
6/30/17 12:52,Los Angeles,CA
6/30/17 13:38,New York,NY
6/30/17 14:45,Nashville,TN
6/30/17 15:30,New York,NY
6/30/17 20:45,Gainesville,FL
7/1/17 4:03,San Ramon,CA
7/1/17 9:05,Georgetown,IL
7/1/17 16:03,San Leandro,CA
7/1/17 22:48,South Bend,IN
7/2/17 1:48,San Francisco,CA
7/2/17 5:00,New York,NY
7/2/17 6:18,Livingston,NY
7/2/17 11:10,New York,NY
7/2/17 13:26,San Bernardino,CA
7/2/17 14:22,Plumsted,NJ
7/2/17 15:30,New Orleans,LA
7/2/17 15:54,Neptune,NJ
7/2/17 18:18,Bristol,VA
7/2/17 23:22,Fall River,MA
7/3/17 4:37,Chicago,IL
7/3/17 6:18,Hartford,CT
7/3/17 6:56,Buffalo,NY
7/3/17 7:03,Batavia,NY
7/3/17 7:50,Richmond,VA
7/3/17 10:02,New York,NY
7/3/17 11:00,Los Alamitos,California
7/3/17 11:00,Santa Clarita,CA
7/3/17 11:12,New York,NY
7/3/17 11:33,Palo Cedri,California
7/3/17 11:33,Stockton,CA
7/3/17 11:44,Sacramento,CA
7/3/17 11:45,San Francisco,CA
7/3/17 11:45,Reno,NV
7/3/17 11:45,Monterey,CA
7/3/17 11:56,Santa Barbara,CA
7/3/17 11:56,Los Angeles,CA
7/3/17 11:58,Washington,DC
7/3/17 12:26,New York,NY
7/3/17 12:41,Sacramento,CA
7/3/17 13:03,Peabody,MA
7/3/17 13:15,Dilworth,MN
7/3/17 13:26,Woodland,CA
7/3/17 13:26,San Diego,CA
7/3/17 13:26,Woodland,CA
7/3/17 13:37,New York,NY
7/3/17 13:37,West Palm Beach,FL
7/3/17 13:48,Pasadena,CA
7/3/17 13:48,Los Angeles,CA
7/3/17 13:57,Pasadena,CA
7/3/17 14:11,Fargo,ND
7/3/17 15:07,Bryan,TX
7/3/17 15:14,Fargo,ND
7/3/17 15:18,Buffalo,NY
7/3/17 15:55,San Francisco,CA
7/3/17 16:13,Lynchburg,VA
7/3/17 16:43,Tucson,Arizona
7/3/17 16:48,Dickinson,ND
7/3/17 16:48,Sherman,TX
7/3/17 17:22,Santa Cruz,CA
7/3/17 17:31,San Ramon,CA
7/3/17 19:03,Lynchburg,VA
7/3/17 19:09,San Mateo,CA
7/3/17 20:22,San Francisco,CA
7/3/17 23:11,New York,NY
7/4/17 4:07,Lakeport,CA
7/4/17 6:52,Phoenix,AZ
7/4/17 7:03,Minneapolis,MN
7/4/17 9:07,Minneapolis,MN
7/4/17 9:18,Camarillo,CA
7/4/17 13:37,Bernalillo,NM
7/4/17 16:45,Los Angeles,CA
7/4/17 17:11,Nevada City,CA
7/4/17 17:45,Middletown,NY
7/4/17 18:13,Martinsville,VA
7/5/17 2:00,New York,NY
7/5/17 6:18,Mariposa,CA
7/5/17 6:52,Portland,OR
7/5/17 7:37,Atlanta,Georgia
7/5/17 7:48,Sonora,CA
7/5/17 7:53,Palm Beach,FL
7/5/17 8:33,New York,NY
7/5/17 9:52,Phoenix,AZ
7/5/17 10:03,New York,NY
7/5/17 13:48,Windsor,Connecticut
7/5/17 14:11,Washington,DC
7/5/17 14:45,West Palm Beach,FL
7/5/17 16:03,Englewood,CO
7/5/17 16:15,Portland,Oregon
7/5/17 16:26,San Diego,CA
7/5/17 17:00,Middletown,NY
7/5/17 18:30,Seattle,WA
7/5/17 19:53,New York,NY
7/5/17 20:56,Newark,NJ
7/6/17 4:54,San Ramon,CA
7/6/17 5:33,Seattle,WA
7/6/17 6:07,New York,NY
7/6/17 7:26,New York,NY
7/6/17 8:00,New York,NY
7/6/17 8:33,Hartford,CT
7/6/17 8:56,Los Angeles,CA
7/6/17 11:56,New York,NY
7/6/17 11:59,Tallahassee,FL
7/6/17 12:30,325 South Patrick Street,Alexandria VA
7/6/17 12:52,Albany,NY
7/6/17 13:24,New York,NY
7/6/17 13:42,New York,NY
7/6/17 13:56,New Haven,CT
7/6/17 14:03,Los Angeles,CA
7/6/17 16:51,Tucson,AZ
7/6/17 17:22,Hillsdale,MI
7/6/17 17:22,Portland,OR
7/6/17 20:45,Bowling Green,KY
7/6/17 23:56,Fresno,CA
7/7/17 5:22,Emeryville,CA
7/7/17 5:25,Binghamton,NY
7/7/17 5:30,Emeryville,CA
7/7/17 7:26,Atlanta,Georgia
7/7/17 8:00,Atlanta,Georgia
7/7/17 8:47,New York City,NY
7/7/17 8:56,Binghamton,NY
7/7/17 9:00,Nashville,TN
7/7/17 10:10,Albany,GA
7/7/17 11:56,Phoenix,AZ
7/7/17 12:18,Seattle,WA
7/7/17 12:18,Attica,NY
7/7/17 13:03,Colchester,VT
7/7/17 13:15,Fort Wayne,IN
7/7/17 14:00,Reno,NV
7/7/17 14:22,Cambridge,MA
7/7/17 15:21,San Ramon,CA
7/7/17 15:30,Tulsa,OK
7/7/17 15:41,Raleigh,NC
7/7/17 15:52,Tulsa,OK
7/7/17 18:05,Tulsa,OK
7/7/17 18:52,New York,NY
7/7/17 21:41,Batavia,NY
7/8/17 3:01,New York,NY
7/8/17 5:22,Bradenton,FL
7/8/17 9:07,Boston,MA
7/8/17 11:11,North Bend,OR
7/8/17 11:34,Portland,OR
7/8/17 11:45,Portland,OR
7/8/17 11:45,Boston,MA
7/8/17 13:37,Washington,DC
7/8/17 14:22,Forest Grove,OR
7/8/17 15:30,Fort Worth,TX
7/9/17 1:03,Charlottesville,VA
7/9/17 3:14,Woodbury,New York
7/9/17 6:30,New York,NY
7/9/17 9:00,Phoenix,AZ
7/9/17 12:18,Washington,DC
7/9/17 13:37,Philadelphia,PA
7/9/17 20:22,Austin,TX
7/9/17 22:26,New York,NY
7/10/17 0:18,San Ramon,CA
7/10/17 5:12,Champaign,IL
7/10/17 5:56,Kansas City,MO
7/10/17 6:41,Beaumont,Texas
7/10/17 6:45,Portland,OR
7/10/17 6:48,Utica,NY
7/10/17 7:03,Washington,District of Columbia
7/10/17 8:11,New York,NY
7/10/17 8:33,Utica,NY
7/10/17 8:45,Delmar,New York
7/10/17 9:32,West Palm Beach,Florida
7/10/17 10:38,Nashville,TN
7/10/17 10:48,New York,NY
7/10/17 11:24,Pocatello,ID
7/10/17 12:03,San Leandro,CA
7/10/17 12:41,325 South Patrick Street,Alexandria VA
7/10/17 13:26,Portland,OR
7/10/17 14:21,Nashville,TN
7/10/17 14:22,Springfield,MO
7/10/17 16:25,Warner Robins,GA
7/10/17 18:27,Chicago,IL
7/10/17 19:37,Bryan,TX
7/10/17 20:00,Ashburn,VA
7/10/17 23:56,Portland,OR
7/11/17 4:09,Sayre,PA
7/11/17 4:48,New York,NY
7/11/17 10:37,325 South Patrick Street,Alexandria VA
7/11/17 10:48,Louisville,KY
7/11/17 12:07,Staunton,VA
7/11/17 12:30,New York,NY
7/11/17 13:15,Los Angeles,CA
7/11/17 13:26,New York,NY
7/11/17 13:48,Montgomery,AL
7/11/17 14:20,Wichita,KS
7/11/17 17:56,Bozeman,MT
7/11/17 20:22,Denver,CO
7/12/17 3:18,Boise,ID
7/12/17 4:26,New York,New York
7/12/17 5:00,Boise,ID
7/12/17 11:00,Phoenix,AZ
7/12/17 14:08,New York City,NY
7/12/17 19:11,Washington,DC
7/12/17 20:00,New York,NY
7/12/17 20:45,San Francisco,CA
7/12/17 21:41,Lansing,MI
7/13/17 1:03,Washington,DC
7/13/17 3:30,Salt Lake City,UT
7/13/17 4:20,San Ramon,CA
7/13/17 5:11,San Ramon,CA
7/13/17 5:45,Seattle,WA
7/13/17 6:30,Lansing,MI
7/13/17 6:52,Houston,Texas
7/13/17 6:52,Phoenix,AZ
7/13/17 6:54,Lansing,MI
7/13/17 7:37,Montgomery,AL
7/13/17 8:22,Washington,DC
7/13/17 9:06,Washington,DC
7/13/17 9:18,Norfolk,VA
7/13/17 9:30,San Diego,CA
7/13/17 9:30,Spokane,WA
7/13/17 9:31,Washington,DC
7/13/17 10:09,Philadelphia,PA
7/13/17 10:18,Annapolis,Maryland
7/13/17 10:37,Madison,WI
7/13/17 11:11,New York,NY
7/13/17 11:22,Spokane,WA
7/13/17 11:43,Spokane,WA
7/13/17 13:15,New York,NY
7/13/17 15:07,Waldorf,MD
7/13/17 15:52,Baltimore,MD
7/13/17 16:48,Eugene,OR
7/13/17 18:07,Eugene,OR
7/13/17 21:54,Brooklyn,NY
7/13/17 22:48,Sacramento,CA
7/13/17 23:00,El Monte,CA
7/14/17 0:07,Washington,DC
7/14/17 0:07,Washington,DC
7/14/17 1:36,New York,NY
7/14/17 3:08,Cincinnati,OH
7/14/17 3:18,Bridgeport,CT
7/14/17 3:28,Bonner Springs,KS
7/14/17 5:34,Emeryville,CA
7/14/17 6:07,Hillsdale,MI
7/14/17 6:35,Cambridge,MA
7/14/17 8:16,Springfield,VA
7/14/17 9:07,Adelphi,MD
7/14/17 10:37,San Antonio,TX
7/14/17 12:18,San Francisco,CA
7/14/17 12:41,Washington,DC
7/14/17 14:28,Murfreesboro,TN
7/14/17 14:45,Washington,DC
7/14/17 15:10,Washington,DC
7/14/17 15:14,San Ramon,CA
7/14/17 15:18,Trenton,NJ
7/14/17 15:46,San Ramon,CA
7/14/17 17:13,Boise,ID
7/14/17 18:18,Boise,ID
7/14/17 19:03,Nashville,TN
7/14/17 22:48,Oakland,CA
7/15/17 1:03,Washington,DC
7/15/17 6:18,New York,NY
7/15/17 8:45,Mobile,AL
7/15/17 9:30,Roseburg,Oregon
7/15/17 9:54,New York,NY
7/15/17 10:16,Junction City,OR
7/15/17 11:00,Clarksville,TN
7/15/17 13:10,New York,NY
7/15/17 15:52,Hillsdale,MI
7/15/17 21:41,San Francisco,CA
7/16/17 2:00,Los Angeles,CA
7/16/17 6:51,Los Angeles,CA
7/16/17 8:56,Muskegon,MI
7/17/17 3:30,York,PA
7/17/17 9:18,Eagle,ID
7/17/17 11:00,San Francisco,CA
7/17/17 11:11,New York,NY
7/17/17 11:22,Fargo,ND
7/17/17 11:45,Eugene,OR
7/17/17 13:03,San Francisco,CA
7/17/17 14:00,Santa Barbara,CA
7/17/17 17:22,Benton Harbor,MI
7/17/17 19:37,Eugene,OR
7/17/17 22:49,New York,NY
7/18/17 8:41,San Francisco,CA
7/18/17 9:38,San Francisco,CA
7/18/17 9:52,Queens,NY
7/18/17 11:48,Lansing,MI
7/18/17 11:56,Oakland,CA
7/18/17 14:11,New York,NY
7/18/17 15:18,Nashville,TN
7/18/17 17:22,Riverside,CA
7/18/17 17:48,East Lansing,MI
7/18/17 22:11,Tampa,Florida
7/19/17 1:01,Rockville,Maryland
7/19/17 1:14,Los Angeles,CA
7/19/17 2:00,Annapolis,Maryland
7/19/17 5:33,Lansing,MI
7/19/17 5:54,Baltimore,MD
7/19/17 6:07,Grand Rapids,MI
7/19/17 6:25,San Ramon,CA
7/19/17 11:33,Riverside,CA
7/19/17 11:33,Palm Desert,CA
7/19/17 12:15,San Leandro,CA
7/19/17 13:34,San Ramon,CA
7/19/17 14:22,Annapolis,Maryland
7/19/17 16:26,Los Angeles,California
7/19/17 19:03,Plainview,TX
7/19/17 19:31,New York,NY
7/19/17 21:07,Boise,ID
7/19/17 21:41,Sacramento,CA
7/20/17 5:00,San Francisco,CA
7/20/17 7:37,Atlanta,Georgia
7/20/17 7:37,Montgomery,AL
7/20/17 9:07,Jackson,MS
7/20/17 11:00,Laredo,TX
7/20/17 11:49,West Harrison,NY
7/20/17 14:28,Emeryville,CA
7/20/17 16:03,Burlington,IA
7/21/17 2:33,Burlington,IA
7/21/17 4:15,Boston,MA
7/21/17 5:30,Emeryville,CA
7/21/17 6:52,Kansas City,MO
7/21/17 7:33,Stronghurst,IL
7/21/17 8:20,New York,NY
7/21/17 9:30,Washington,DC
7/21/17 10:54,Eugene,OR
7/21/17 11:27,Danbury,CT
7/21/17 11:28,Albany,NY
7/21/17 13:07,Chicago,Illinois
7/21/17 14:33,Portland,OR
7/21/17 16:48,New Haven,CT
7/21/17 16:48,San Francisco,California
7/21/17 22:00,Los Angeles,CA
7/21/17 22:00,Los Angeles,CA
7/22/17 4:37,New York,NY
7/22/17 8:44,Columbus,OH
7/23/17 5:56,New York,NY
7/23/17 10:03,Sacramento,CA
7/23/17 20:56,Elizabeth,New Jersey
7/24/17 3:58,San Ramon,CA
7/24/17 5:22,Harrisburg,PA
7/24/17 9:52,New Orleans,LA
7/24/17 9:54,McAllen,TX
7/24/17 14:22,Barnesville,GA
7/24/17 18:07,San Francisco,CA
7/25/17 3:16,Los Angeles,CA
7/25/17 6:18,Santa Cruz,CA
7/25/17 7:03,Seattle,WA
7/25/17 8:57,Atlanta,GA
7/25/17 15:01,Tucson,AZ
7/25/17 18:33,Washington,DC
7/25/17 20:56,Gainesville,FL
7/26/17 6:30,Rapid City,SD
7/26/17 7:26,Minneapolis,MN
7/26/17 7:26,New York,NY
7/26/17 8:52,New York,New York
7/26/17 11:00,New York,NY
7/26/17 15:13,City of Montrose,MI
7/26/17 16:48,Blackfoot,ID
7/26/17 17:22,Houston,TX
7/26/17 19:04,Birch Run,MI
7/27/17 8:00,Santa Ana,CA
7/27/17 9:07,Lansing,MI
7/27/17 9:07,Fairfield,Iowa
7/27/17 10:03,Melrose,MA
7/27/17 10:26,Boston,MA
7/27/17 11:11,Los Angeles,CA
7/27/17 11:56,ithaca,NY
7/27/17 13:03,New York,NY
7/27/17 13:37,Binghamton,NY
7/28/17 5:22,Reading,PA
7/28/17 7:37,San Antonio,Texas
7/28/17 8:13,Las Vegas,NV
7/28/17 8:56,Columbia,SC
7/28/17 12:04,Fresno,CA
7/28/17 12:52,New York,NY
7/28/17 14:34,Columbia,SC
7/29/17 1:37,Orlando,Florida
7/30/17 10:16,New York,NY
7/30/17 15:07,New York,NY
7/31/17 12:35,Midland,MI
8/2/17 8:18,Louisville,KY
8/2/17 11:11,Danbury,CT
8/2/17 15:30,New York,NY
8/2/17 19:37,Miami,FL
8/2/17 21:52,Saco,ME
8/2/17 22:15,Nolensville,TN
8/3/17 5:03,Washington,DC
8/3/17 5:45,Englewood,CO
8/3/17 5:56,New York,NY
8/3/17 10:15,Rockville,MD
8/3/17 13:03,Bakersfield,CA
8/3/17 22:24,Bryan,TX
8/4/17 2:33,Buffalo,NY
8/4/17 3:07,Washington,DC
8/4/17 5:22,Emeryville,CA
8/4/17 7:15,New York,NY
8/4/17 10:48,New York,NY
8/4/17 13:02,Lexington,KY
8/4/17 13:03,Chicago,IL
8/4/17 15:52,Philadelphia,PA
8/4/17 16:03,Enumclaw,WA
8/4/17 19:03,New York,NY
8/5/17 2:00,New York,NY
8/5/17 4:03,Madison,WI
8/5/17 8:05,Fredericksburg,VA
8/5/17 12:30,Torrance,CA
8/5/17 13:26,Grand Forks,ND
8/5/17 20:56,Chicago,IL
8/6/17 1:26,Charlottesville,VA
8/6/17 2:33,Tyler,TX
8/6/17 6:41,Bozeman,MT
8/6/17 6:51,Gettysburg,PA
8/6/17 7:14,Killeen,TX
8/6/17 8:45,Philadelphia,PA
8/6/17 10:15,Orangeburg,SC
8/6/17 11:33,Washington,DC
8/6/17 12:52,New York,NY
8/6/17 15:41,Detroit,MI
8/6/17 21:30,San Francisco,CA
8/6/17 21:52,Baltimore,Maryland
8/7/17 5:56,Fargo,ND
8/7/17 6:03,North Andover,MA
8/7/17 7:03,Fargo,ND
8/7/17 4:15,Minneapolis,MN
8/7/17 5:56,Fargo,ND
8/7/17 6:03,North Andover,MA
8/7/17 6:51,New York,NY
8/7/17 7:03,Fargo,ND
8/7/17 8:00,Dallas,TX
8/7/17 9:18,Palm Desert,CA
8/7/17 11:33,Oakland,CA
8/7/17 11:41,West Palm Beach,FL
8/7/17 12:30,Tampa,FL
8/7/17 12:52,Rosenberg,Texas
8/7/17 14:22,Minneapolis,MN
8/7/17 14:33,Palm Beach,FL
8/7/17 15:38,West Palm Beach,FL
8/7/17 16:48,Colorado Springs,CO
8/7/17 18:30,West Palm Beach,FL
8/7/17 21:52,Saint Louis,MO
8/8/17 6:07,Phoenix,AZ
8/8/17 7:40,New York,NY
8/8/17 9:41,Washington,DC
8/8/17 9:56,West Palm Beach,FL
8/8/17 10:15,Reading,PA
8/8/17 10:37,Washington,DC
8/8/17 11:11,Peoria,Illinois
8/8/17 11:11,New York,NY
8/8/17 11:45,Washington,D.C.
8/8/17 12:26,New York,NY
8/8/17 17:00,Seattle,Washington
8/8/17 17:09,San Francisco,CA
8/9/17 0:52,Pittsburgh,PA
8/9/17 4:17,Minneapolis,MN
8/9/17 6:05,New York,NY
8/9/17 6:58,Washington,DC
8/9/17 7:15,Chicago,IL
8/9/17 7:37,Indianapolis,IN
8/9/17 8:05,New York,NY
8/9/17 8:11,New York,New York
8/9/17 8:25,Saint Paul,MN
8/9/17 9:27,Atlanta,GA
8/9/17 9:30,Minneapolis,MN
8/9/17 9:52,Leesburg,VA
8/9/17 10:37,Bethpage,NY
8/9/17 11:33,Brooklyn,NY
8/9/17 12:07,Rosenberg,Texas
8/9/17 14:18,Washington,DC
8/9/17 14:33,Portland,ME
8/9/17 15:07,Pittsfield,MA
8/9/17 17:11,Fargo,ND
8/9/17 23:33,Denver,CO
8/10/17 4:26,Newark,NJ
8/10/17 5:06,Cleburne,TX
8/10/17 6:41,Norfolk,VA
8/10/17 8:16,New York,NY
8/10/17 9:07,Boulder,CO
8/10/17 9:49,Queens,NY
8/10/17 11:45,Washington,DC
8/10/17 11:54,New York,NY
8/10/17 11:56,Alexandria,Virginia
8/10/17 12:00,New York,NY
8/10/17 13:15,Sacramento,CA
8/10/17 14:00,New Bethlehem,PA
8/10/17 14:33,St. Louis,MO
8/10/17 14:56,New York,NY
8/10/17 16:26,Kokomo,IN
8/10/17 16:35,New York,NY
8/10/17 17:33,New York,NY
8/11/17 1:03,Portland,ME
8/11/17 6:21,Fargo,ND
8/11/17 8:33,Pensacola,FL
8/11/17 10:03,Cedar Rapids,Iowa
8/11/17 10:26,Norfolk,VA
8/11/17 10:37,New York,NY
8/11/17 11:45,New York City,NY
8/11/17 12:41,Los Angeles,CA
8/11/17 13:37,New York,New York
8/12/17 5:06,Fargo,ND
8/12/17 5:06,Fargo,ND
8/12/17 9:41,Seattle,WA
8/12/17 12:30,Overland Park,KS
8/12/17 13:03,Seattle,WA
8/12/17 15:18,Bingham Farms,Michigan
8/12/17 16:02,Charlottesville,VA
8/12/17 17:43,New York,NY
8/12/17 18:16,New York,NY
8/12/17 19:37,Providence,RI
8/12/17 20:00,New York,NY
8/12/17 20:46,New York,NY
8/13/17 5:45,Indianapolis,IN
8/13/17 7:03,Washington,DC
8/13/17 7:15,Lakeland,Florida
8/13/17 7:31,Washington,DC
8/13/17 5:45,Indianapolis,IN
8/13/17 7:03,Washington,DC
8/13/17 7:15,Lakeland,Florida
8/13/17 7:31,Washington,DC
8/13/17 10:15,Cleveland,OH
8/13/17 10:37,San Francisco,CA
8/13/17 13:09,Salt Lake City,UT
8/13/17 13:26,Mount Clemens,MI
8/13/17 13:31,New York,NY
8/13/17 14:00,New York,NY
8/13/17 21:07,New York,NY
8/14/17 3:41,Milwaukee,Wisconsin
8/14/17 4:03,Johnson City,NY
8/14/17 4:48,Erie,PA
8/14/17 5:56,Jersey City,NJ
8/14/17 8:00,Moline,IL
8/14/17 8:45,San Francisco,CA
8/14/17 9:18,Washington,DC
8/14/17 9:52,Napa,CA
8/14/17 11:45,Los Angeles,CA
8/14/17 13:04,Washington,DC
8/14/17 16:01,New York,NY
8/15/17 4:26,Asheville,NC
8/15/17 5:11,Boston,MA
8/15/17 5:11,Binghamton,NY
